order,id,date,time,title,url,visitCount,typedCount,transition
4495,78724,6/17/2026,16:43:25,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/db86c8a7-cec6-40b1-9ce8-5278b73330c8,10,0,link
4496,78723,6/17/2026,16:43:18,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/3b23c847-15b6-402f-b094-4882ad0e2b88,14,0,link
4497,78723,6/17/2026,16:43:18,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/3b23c847-15b6-402f-b094-4882ad0e2b88,14,0,link
4498,78721,6/17/2026,16:43:16,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/10a2db88-bef3-4d6e-8e5d-0dab707a8a4f,28,0,link
4499,78721,6/17/2026,16:43:16,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/10a2db88-bef3-4d6e-8e5d-0dab707a8a4f,28,0,link
4500,78777,6/17/2026,16:43:14,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/f99a01e7-2d5c-4f06-a17c-2695422d138b,2,0,link
4501,78777,6/17/2026,16:43:14,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/f99a01e7-2d5c-4f06-a17c-2695422d138b,2,0,link
4502,4075,6/17/2026,16:43:14,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
4503,4075,6/17/2026,16:43:14,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
4504,78776,6/17/2026,16:43:03,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/6261002f-89ed-423d-9f67-e85baa4be509,2,0,link
4505,78776,6/17/2026,16:43:03,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/6261002f-89ed-423d-9f67-e85baa4be509,2,0,link
4506,4075,6/17/2026,16:43:02,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
4507,4075,6/17/2026,16:43:02,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
4508,78728,6/17/2026,16:41:08,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/281fd92b-7bb1-4ea8-b5a8-3795a791b6c3,14,0,link
4509,78736,6/17/2026,16:41:03,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/9dfded48-428d-4d65-a829-399846db3247,8,0,link
4510,78736,6/17/2026,16:41:02,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/9dfded48-428d-4d65-a829-399846db3247,8,0,link
4511,77712,6/17/2026,16:37:12,All translations - Google Sheets,https://docs.google.com/spreadsheets/d/1jb3tUb68JGBDjOU1KP-FoboEAJT3sR7-0GnmO_gUKdg/edit?gid=1940090803#gid=1940090803,14,0,link
4512,77712,6/17/2026,16:37:12,All translations - Google Sheets,https://docs.google.com/spreadsheets/d/1jb3tUb68JGBDjOU1KP-FoboEAJT3sR7-0GnmO_gUKdg/edit?gid=1940090803#gid=1940090803,14,0,link
4513,77712,6/17/2026,16:37:09,All translations - Google Sheets,https://docs.google.com/spreadsheets/d/1jb3tUb68JGBDjOU1KP-FoboEAJT3sR7-0GnmO_gUKdg/edit?gid=1940090803#gid=1940090803,14,0,link
4514,78775,6/17/2026,16:30:21,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/62434b37-6c86-4816-a2ac-80a5b7428813,2,0,link
4515,78775,6/17/2026,16:30:21,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/62434b37-6c86-4816-a2ac-80a5b7428813,2,0,link
4516,4075,6/17/2026,16:30:20,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
4517,4075,6/17/2026,16:30:20,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
4518,78722,6/17/2026,16:29:57,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/9d6e8801-85ad-410e-985d-4d1d7d7e694d,6,0,link
4519,78722,6/17/2026,16:29:57,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/9d6e8801-85ad-410e-985d-4d1d7d7e694d,6,0,link
4520,77712,6/17/2026,16:26:51,All translations - Google Sheets,https://docs.google.com/spreadsheets/d/1jb3tUb68JGBDjOU1KP-FoboEAJT3sR7-0GnmO_gUKdg/edit?gid=1940090803#gid=1940090803,14,0,link
4521,63638,6/17/2026,16:26:11,All translations - Google Sheets,https://docs.google.com/spreadsheets/d/1jb3tUb68JGBDjOU1KP-FoboEAJT3sR7-0GnmO_gUKdg/edit?gid=1384580044#gid=1384580044,9,7,typed
4522,78724,6/17/2026,16:24:47,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/db86c8a7-cec6-40b1-9ce8-5278b73330c8,10,0,link
4523,78724,6/17/2026,16:24:47,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/db86c8a7-cec6-40b1-9ce8-5278b73330c8,10,0,link
4524,78723,6/17/2026,16:24:45,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/3b23c847-15b6-402f-b094-4882ad0e2b88,14,0,link
4525,78723,6/17/2026,16:24:45,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/3b23c847-15b6-402f-b094-4882ad0e2b88,14,0,link
4526,78721,6/17/2026,16:24:44,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/10a2db88-bef3-4d6e-8e5d-0dab707a8a4f,28,0,link
4527,78721,6/17/2026,16:24:44,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/10a2db88-bef3-4d6e-8e5d-0dab707a8a4f,28,0,link
4528,78736,6/17/2026,16:24:42,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/9dfded48-428d-4d65-a829-399846db3247,8,0,link
